Neon,150,06-09-2010,2010-3
Neon,42,18-10-2010,2010-4
Neon,26,16-02-2011,2011-1
Neon,58,09-11-2010,2010-4
Neon,24,21-02-2011,2011-1
Neon,38,14-10-2010,2010-4
Neon,67,09-02-2011,2011-1
Neon,4,29-10-2010,2010-4
Neon,29,27-09-2010,2010-3
Neon,238,15-03-2011,2011-1
Neon,111,15-09-2010,2010-3
Neon,49,28-09-2010,2010-3
Neon,32,19-07-2011,2011-3
Neon,61,01-10-2010,2010-4
Neon,1,06-02-2012,2012-1
Neon,41,08-10-2010,2010-4
Neon,52,22-10-2010,2010-4
Neon,20,21-09-2010,2010-3
Neon,23,22-09-2010,2010-3
Neon,10,09-09-2010,2010-3
Neon,40,16-09-2010,2010-3
Neon,66,12-10-2010,2010-4
Neon,45,11-11-2010,2010-4
Neon,20,17-09-2010,2010-3
Neon,175,20-09-2010,2010-3
Neon,140,16-12-2010,2010-4
Neon,1,07-09-2010,2010-3
Neon,3,14-09-2010,2010-3
Neon,51,26-10-2010,2010-4
Neon,20,18-09-2010,2010-3
Neon,44,24-05-2011,2011-2
Neon,6,23-09-2010,2010-3
Neon,84,17-02-2011,2011-1
Neon,28,02-11-2010,2010-4
Neon,49,08-07-2011,2011-3
Neon,9,07-10-2010,2010-4
Neon,19,29-09-2010,2010-3
Neon,31,11-10-2010,2010-4
Neon,60,30-09-2010,2010-3
Neon,6,06-10-2010,2010-4
Neon,2,05-10-2010,2010-4
Neon,11,13-10-2010,2010-4
Neon,12,04-10-2010,2010-4
Neon,13,20-10-2010,2010-4
Neon,82,02-08-2011,2011-3
Neon,12,27-10-2010,2010-4
Neon,3,10-10-2010,2010-4
Neon,6,15-10-2010,2010-4
Neon,65,21-01-2011,2011-1
Neon,13,16-10-2010,2010-4
Neon,32,25-10-2010,2010-4
Neon,104,06-01-2011,2011-1
Neon,1,19-10-2010,2010-4
Neon,157,23-12-2010,2010-4
Neon,42,17-12-2010,2010-4
Neon,13,12-01-2011,2011-1
Neon,35,20-12-2010,2010-4
Neon,9,21-10-2010,2010-4
Neon,9,24-11-2010,2010-4
Neon,57,05-01-2011,2011-1
Neon,43,07-01-2011,2011-1
Neon,27,03-11-2010,2010-4
Neon,12,28-10-2010,2010-4
Neon,45,03-03-2011,2011-1
Neon,24,25-11-2010,2010-4
Neon,129,06-07-2011,2011-3
Neon,37,04-11-2010,2010-4
Neon,21,08-11-2010,2010-4
Neon,13,03-01-2011,2011-1
Neon,2,10-11-2010,2010-4
Neon,1,12-11-2010,2010-4
Neon,8,23-11-2010,2010-4
Neon,43,16-11-2010,2010-4
Neon,22,28-12-2010,2010-4
Neon,21,10-02-2011,2011-1
Neon,119,04-01-2011,2011-1
Neon,16,28-02-2012,2012-1
Neon,19,17-11-2010,2010-4
Neon,9,21-11-2010,2010-4
Neon,12,20-11-2010,2010-4
Neon,398,18-11-2010,2010-4
Neon,18,18-01-2011,2011-1
Neon,9,22-11-2010,2010-4
Neon,13,10-01-2011,2011-1
Neon,54,11-01-2011,2011-1
Neon,12,26-11-2010,2010-4
Neon,82,01-09-2011,2011-3
Neon,44,24-01-2011,2011-1
Neon,67,02-12-2010,2010-4
Neon,1,02-09-2011,2011-3
Neon,179,23-09-2011,2011-3
Neon,36,11-02-2011,2011-1
Neon,41,15-02-2011,2011-1
Neon,15,08-12-2010,2010-4
Neon,188,24-02-2011,2011-1
Neon,56,09-12-2010,2010-4
Neon,10,23-02-2011,2011-1
Neon,1,15-12-2010,2010-4
Neon,71,10-12-2010,2010-4
Neon,130,04-07-2011,2011-3
Neon,37,13-12-2010,2010-4
Neon,10,27-12-2010,2010-4
Neon,19,01-02-2011,2011-1
Neon,22,22-02-2011,2011-1
Neon,40,17-01-2011,2011-1
Neon,20,14-01-2011,2011-1
Neon,68,20-01-2011,2011-1
Neon,60,31-01-2011,2011-1
Neon,7,26-01-2011,2011-1
Neon,474,11-05-2011,2011-2
Neon,5,19-01-2011,2011-1
Neon,6,28-01-2011,2011-1
Neon,2,30-01-2011,2011-1
Neon,10,07-02-2011,2011-1
Neon,2,08-02-2011,2011-1
Neon,8,02-02-2011,2011-1
Neon,33,11-03-2011,2011-1
Neon,18,03-02-2011,2011-1
Neon,29,14-02-2011,2011-1
Neon,58,01-03-2011,2011-1
Neon,53,02-06-2011,2011-2
Neon,71,11-10-2011,2011-4
Neon,78,16-08-2011,2011-3
Neon,39,29-03-2011,2011-1
Neon,53,16-03-2011,2011-1
Neon,54,25-05-2011,2011-2
Neon,29,10-03-2011,2011-1
Neon,5,18-02-2011,2011-1
Neon,109,07-03-2011,2011-1
Neon,73,16-05-2011,2011-2
Neon,1,08-03-2011,2011-1
Neon,6,09-03-2011,2011-1
Neon,4,25-02-2011,2011-1
Neon,14,28-02-2011,2011-1
Neon,32,03-06-2011,2011-2
Neon,6,02-03-2011,2011-1
Neon,13,24-06-2011,2011-2
Neon,52,23-05-2011,2011-2
Neon,44,31-03-2011,2011-1
Neon,309,13-05-2011,2011-2
Neon,17,10-05-2011,2011-2
Neon,71,14-03-2011,2011-1
Neon,9,11-07-2011,2011-3
Neon,3,17-03-2011,2011-1
Neon,41,21-03-2011,2011-1
Neon,96,30-03-2011,2011-1
Neon,73,28-03-2011,2011-1
Neon,213,31-08-2011,2011-3
Neon,36,22-03-2011,2011-1
Neon,5,24-03-2011,2011-1
Neon,43,01-04-2011,2011-2
Neon,145,06-04-2011,2011-2
Neon,150,18-05-2011,2011-2
Neon,151,05-07-2011,2011-3
Neon,31,22-09-2011,2011-3
Neon,26,08-04-2011,2011-2
Neon,83,07-04-2011,2011-2
Neon,141,03-08-2011,2011-3
Neon,160,23-06-2011,2011-2
Neon,34,26-05-2011,2011-2
Neon,73,08-06-2011,2011-2
Neon,49,09-05-2011,2011-2
Neon,73,27-05-2011,2011-2
Neon,99,12-05-2011,2011-2
Neon,37,17-05-2011,2011-2
Neon,38,20-05-2011,2011-2
Neon,5,19-05-2011,2011-2
Neon,37,21-09-2011,2011-3
Neon,33,07-06-2011,2011-2
Neon,13,06-06-2011,2011-2
Neon,45,31-05-2011,2011-2
Neon,25,17-06-2011,2011-2
Neon,27,29-06-2011,2011-2
Neon,6,01-06-2011,2011-2
Neon,19,23-02-2012,2012-1
Neon,11,21-06-2011,2011-2
Neon,16,15-08-2011,2011-3
Neon,3,09-06-2011,2011-2
Neon,67,06-09-2011,2011-3
Neon,10,14-06-2011,2011-2
Neon,190,19-04-2012,2012-2
Neon,136,20-09-2011,2011-3
Neon,6,16-06-2011,2011-2
Neon,2,15-06-2011,2011-2
Neon,8,20-06-2011,2011-2
Neon,54,01-07-2011,2011-3
Neon,139,30-06-2011,2011-2
Neon,161,19-09-2011,2011-3
Neon,2,22-06-2011,2011-2
Neon,21,28-06-2011,2011-2
Neon,16,27-06-2011,2011-2
Neon,20,06-09-2012,2012-3
Neon,94,09-08-2011,2011-3
Neon,206,07-07-2011,2011-3
Neon,4,12-07-2011,2011-3
Neon,14,13-07-2011,2011-3
Neon,115,15-07-2011,2011-3
Neon,2,08-08-2011,2011-3
Neon,13,20-07-2011,2011-3
Neon,136,05-09-2011,2011-3
Neon,146,25-07-2011,2011-3
Neon,361,22-08-2011,2011-3
Neon,57,14-07-2011,2011-3
Neon,18,16-09-2011,2011-3
Neon,100,14-09-2011,2011-3
Neon,113,18-07-2011,2011-3
Neon,64,26-07-2011,2011-3
Neon,23,29-08-2011,2011-3
Neon,101,28-07-2011,2011-3
Neon,29,26-08-2011,2011-3
Neon,9,27-07-2011,2011-3
Neon,2,04-08-2011,2011-3
Neon,26,05-08-2011,2011-3
Neon,7,17-08-2011,2011-3
Neon,10,02-10-2011,2011-4
Neon,48,17-10-2011,2011-4
Neon,53,21-02-2012,2012-1
Neon,22,23-08-2011,2011-3
Neon,20,13-10-2011,2011-4
Neon,2,25-08-2011,2011-3
Neon,16,30-08-2011,2011-3
Neon,43,10-03-2012,2012-1
Neon,19,09-03-2012,2012-1
Neon,16,04-11-2011,2011-4
Neon,5,17-02-2012,2012-1
Neon,56,20-11-2012,2012-4
Neon,20,23-07-2012,2012-3
Neon,4,12-09-2011,2011-3
Neon,49,13-09-2011,2011-3
Neon,74,27-09-2011,2011-3
Neon,83,27-10-2011,2011-4
Neon,15,04-10-2011,2011-4
Neon,11,29-11-2011,2011-4
Neon,3,03-10-2011,2011-4
Neon,100,02-01-2012,2012-1
Neon,2,21-12-2011,2011-4
Neon,22,25-10-2011,2011-4
Neon,40,14-10-2011,2011-4
Neon,20,26-10-2011,2011-4
Neon,4,26-09-2011,2011-3
Neon,10,28-09-2011,2011-3
Neon,17,30-09-2011,2011-3
Neon,54,06-03-2012,2012-1
Neon,18,29-09-2011,2011-3
Neon,41,16-01-2012,2012-1
Neon,8,05-10-2011,2011-4
Neon,7,14-11-2011,2011-4
Neon,108,19-10-2011,2011-4
Neon,12,07-10-2011,2011-4
Neon,2,10-10-2011,2011-4
Neon,12,24-02-2012,2012-1
Neon,7,15-10-2011,2011-4
Neon,32,18-10-2011,2011-4
Neon,7,09-11-2011,2011-4
Neon,47,22-03-2012,2012-1
Neon,1,31-10-2011,2011-4
Neon,13,21-10-2011,2011-4
Neon,26,23-10-2011,2011-4
Neon,5,24-10-2011,2011-4
Neon,32,08-02-2012,2012-1
Neon,52,10-11-2011,2011-4
Neon,25,08-11-2011,2011-4
Neon,21,13-12-2011,2011-4
Neon,64,08-12-2011,2011-4
Neon,5,27-02-2012,2012-1
Neon,13,14-02-2012,2012-1
Neon,10,02-12-2011,2011-4
Neon,69,25-11-2011,2011-4
Neon,31,02-11-2011,2011-4
Neon,8,21-11-2011,2011-4
Neon,33,12-12-2011,2011-4
Neon,22,11-11-2011,2011-4
Neon,36,17-11-2011,2011-4
Neon,52,16-11-2011,2011-4
Neon,12,06-12-2011,2011-4
Neon,5,15-11-2011,2011-4
Neon,18,28-11-2011,2011-4
Neon,31,07-03-2012,2012-1
Neon,6,18-11-2011,2011-4
Neon,16,24-11-2011,2011-4
Neon,9,29-02-2012,2012-1
Neon,54,23-11-2011,2011-4
Neon,20,18-02-2012,2012-1
Neon,50,19-12-2011,2011-4
Neon,1,04-01-2012,2012-1
Neon,7,07-12-2011,2011-4
Neon,23,03-10-2012,2012-4
Neon,3,05-12-2011,2011-4
Neon,61,09-12-2011,2011-4
Neon,18,31-01-2012,2012-1
Neon,13,18-01-2012,2012-1
Neon,93,12-06-2012,2012-2
Neon,1,17-01-2012,2012-1
Neon,12,20-02-2012,2012-1
Neon,34,25-02-2012,2012-1
Neon,96,22-12-2011,2011-4
Neon,57,20-12-2011,2011-4
Neon,50,15-12-2011,2011-4
Neon,44,26-12-2011,2011-4
Neon,24,09-02-2012,2012-1
Neon,26,16-02-2012,2012-1
Neon,59,23-04-2012,2012-2
Neon,8,27-07-2012,2012-3
Neon,15,21-03-2012,2012-1
Neon,42,28-12-2011,2011-4
Neon,10,10-01-2012,2012-1
Neon,14,12-01-2012,2012-1
Neon,248,08-03-2012,2012-1
Neon,4,03-01-2012,2012-1
Neon,7,07-02-2012,2012-1
Neon,2,09-01-2012,2012-1
Neon,7,06-01-2012,2012-1
Neon,37,11-01-2012,2012-1
Neon,15,13-01-2012,2012-1
Neon,5,19-01-2012,2012-1
Neon,8,23-01-2012,2012-1
Neon,1,25-01-2012,2012-1
Neon,67,03-05-2012,2012-2
Neon,11,27-01-2012,2012-1
Neon,24,24-04-2012,2012-2
Neon,7,30-01-2012,2012-1
Neon,3,10-04-2012,2012-2
Neon,20,11-02-2012,2012-1
Neon,1,18-04-2012,2012-2
Neon,30,04-06-2012,2012-2
Neon,5,10-02-2012,2012-1
Neon,28,15-02-2012,2012-1
Neon,14,08-05-2012,2012-2
Neon,14,04-05-2012,2012-2
Neon,9,26-05-2012,2012-2
Neon,6,24-03-2012,2012-1
Neon,7,23-03-2012,2012-1
Neon,3,01-03-2012,2012-1
Neon,22,02-03-2012,2012-1
Neon,4,03-03-2012,2012-1
Neon,11,27-03-2012,2012-1
Neon,12,20-03-2012,2012-1
Neon,6,30-03-2012,2012-1
Neon,19,12-03-2012,2012-1
Neon,14,13-03-2012,2012-1
Neon,10,12-05-2012,2012-2
Neon,33,25-05-2012,2012-2
Neon,13,09-04-2012,2012-2
Neon,7,15-03-2012,2012-1
Neon,102,28-03-2012,2012-1
Neon,4,16-03-2012,2012-1
Neon,120,11-05-2012,2012-2
Neon,260,15-05-2012,2012-2
Neon,25,28-05-2012,2012-2
Neon,214,17-04-2012,2012-2
Neon,10,26-03-2012,2012-1
Neon,36,05-04-2012,2012-2
Neon,7,29-03-2012,2012-1
Neon,30,04-04-2012,2012-2
Neon,114,02-04-2012,2012-2
Neon,30,03-04-2012,2012-2
Neon,52,29-08-2012,2012-3
Neon,7,06-08-2012,2012-3
Neon,82,13-04-2012,2012-2
Neon,57,16-04-2012,2012-2
Neon,33,20-07-2012,2012-3
Neon,28,10-05-2012,2012-2
Neon,23,25-04-2012,2012-2
Neon,1,26-04-2012,2012-2
Neon,15,05-06-2012,2012-2
Neon,280,30-04-2012,2012-2
Neon,68,02-05-2012,2012-2
Neon,1,30-05-2012,2012-2
Neon,35,09-05-2012,2012-2
Neon,7,03-08-2012,2012-3
Neon,11,14-05-2012,2012-2
Neon,187,12-10-2012,2012-4
Neon,3,16-05-2012,2012-2
Neon,4,17-05-2012,2012-2
Neon,25,18-05-2012,2012-2
Neon,77,23-05-2012,2012-2
Neon,23,07-06-2012,2012-2
Neon,27,09-06-2012,2012-2
Neon,1,21-05-2012,2012-2
Neon,46,12-07-2012,2012-3
Neon,2,24-05-2012,2012-2
Neon,16,29-05-2012,2012-2
Neon,30,24-07-2012,2012-3
Neon,12,02-06-2012,2012-2
Neon,5,01-06-2012,2012-2
Neon,9,08-06-2012,2012-2
Neon,2,06-06-2012,2012-2
Neon,3,10-06-2012,2012-2
Neon,12,11-06-2012,2012-2
Neon,5,13-06-2012,2012-2
Neon,6,14-06-2012,2012-2
Neon,4,15-06-2012,2012-2
Neon,38,09-07-2012,2012-3
Neon,4,25-06-2012,2012-2
Neon,48,13-07-2012,2012-3
Neon,6,10-07-2012,2012-3
Neon,28,06-07-2012,2012-3
Neon,16,23-08-2012,2012-3
Neon,28,21-07-2012,2012-3
Neon,13,14-07-2012,2012-3
Neon,80,19-07-2012,2012-3
Neon,40,18-07-2012,2012-3
Neon,22,16-07-2012,2012-3
Neon,31,17-07-2012,2012-3
Neon,11,28-07-2012,2012-3
Neon,62,26-07-2012,2012-3
Neon,8,30-07-2012,2012-3
Neon,6,31-07-2012,2012-3
Neon,5,02-08-2012,2012-3
Neon,27,28-08-2012,2012-3
Neon,35,07-08-2012,2012-3
Neon,32,08-08-2012,2012-3
Neon,9,18-08-2012,2012-3
Neon,56,10-08-2012,2012-3
Neon,12,16-08-2012,2012-3
Neon,6,09-08-2012,2012-3
Neon,19,14-08-2012,2012-3
Neon,7,05-09-2012,2012-3
Neon,19,17-08-2012,2012-3
Neon,4,08-09-2012,2012-3
Neon,29,22-08-2012,2012-3
Neon,2,19-08-2012,2012-3
Neon,1,20-08-2012,2012-3
Neon,5,21-08-2012,2012-3
Neon,9,27-09-2012,2012-3
Neon,5,25-08-2012,2012-3
Neon,32,27-08-2012,2012-3
Neon,20,24-08-2012,2012-3
Neon,25,14-09-2012,2012-3
Neon,20,25-09-2012,2012-3
Neon,40,07-09-2012,2012-3
Neon,19,13-09-2012,2012-3
Neon,31,30-08-2012,2012-3
Neon,14,11-09-2012,2012-3
Neon,16,31-08-2012,2012-3
Neon,11,04-09-2012,2012-3
Neon,6,03-09-2012,2012-3
Neon,20,10-09-2012,2012-3
Neon,38,12-09-2012,2012-3
Neon,26,23-10-2012,2012-4
Neon,26,17-09-2012,2012-3
Neon,10,15-09-2012,2012-3
Neon,19,21-09-2012,2012-3
Neon,3,16-09-2012,2012-3
Neon,32,18-09-2012,2012-3
Neon,3,19-09-2012,2012-3
Neon,15,11-10-2012,2012-4
Neon,8,24-09-2012,2012-3
Neon,42,26-09-2012,2012-3
Neon,20,29-09-2012,2012-3
Neon,66,28-09-2012,2012-3
Neon,9,04-10-2012,2012-4
Neon,68,05-10-2012,2012-4
Neon,7,06-10-2012,2012-4
Neon,5,01-10-2012,2012-4
Neon,79,15-10-2012,2012-4
Neon,85,25-10-2012,2012-4
Neon,39,16-10-2012,2012-4
Neon,17,17-10-2012,2012-4
Neon,16,18-10-2012,2012-4
Neon,104,19-10-2012,2012-4
Neon,128,30-10-2012,2012-4
Neon,3,22-10-2012,2012-4
Neon,8,03-01-2013,2013-1
Neon,17,26-10-2012,2012-4
Neon,58,27-10-2012,2012-4
Neon,1,28-10-2012,2012-4
Neon,45,06-11-2012,2012-4
Neon,32,29-10-2012,2012-4
Neon,10,04-12-2012,2012-4
Neon,10,03-12-2012,2012-4
Neon,27,26-11-2012,2012-4
Neon,22,01-11-2012,2012-4
Neon,16,31-10-2012,2012-4
Neon,13,07-11-2012,2012-4
Neon,29,21-11-2012,2012-4
Neon,13,08-11-2012,2012-4
Neon,22,14-11-2012,2012-4
Neon,11,09-11-2012,2012-4
Neon,1,12-11-2012,2012-4
Neon,2,13-11-2012,2012-4
Neon,20,15-11-2012,2012-4
Neon,8,16-11-2012,2012-4
Neon,3,17-11-2012,2012-4
Neon,2,19-11-2012,2012-4
Neon,16,22-11-2012,2012-4
Neon,31,29-11-2012,2012-4
Neon,34,24-11-2012,2012-4
Neon,6,23-11-2012,2012-4
Neon,15,27-11-2012,2012-4
Neon,1,30-11-2012,2012-4
Neon,23,28-11-2012,2012-4
Neon,6,01-12-2012,2012-4
Neon,1,09-01-2013,2013-1
Neon,26,05-12-2012,2012-4
Neon,19,07-12-2012,2012-4
Neon,24,06-12-2012,2012-4
Neon,14,11-12-2012,2012-4
Neon,8,10-12-2012,2012-4
Neon,12,08-12-2012,2012-4
Neon,10,02-01-2013,2013-1
Neon,1,11-01-2013,2013-1
Frontend,20,20-09-2010,2010-3
Frontend,11,16-09-2010,2010-3
Frontend,19,21-09-2010,2010-3
Frontend,30,08-10-2010,2010-4
Frontend,24,15-09-2010,2010-3
Frontend,29,22-09-2010,2010-3
Frontend,37,23-09-2010,2010-3
Frontend,45,13-04-2011,2011-2
Frontend,32,14-10-2010,2010-4
Frontend,7,15-10-2010,2010-4
Frontend,50,02-12-2011,2011-4
Frontend,1,07-09-2010,2010-3
Frontend,10,08-09-2010,2010-3
Frontend,31,28-09-2010,2010-3
Frontend,46,07-10-2010,2010-4
Frontend,41,01-10-2010,2010-4
Frontend,6,10-09-2010,2010-3
Frontend,8,13-09-2010,2010-3
Frontend,28,17-09-2010,2010-3
Frontend,9,29-09-2010,2010-3
Frontend,5,24-09-2010,2010-3
Frontend,4,27-09-2010,2010-3
Frontend,31,30-09-2010,2010-3
Frontend,20,17-01-2011,2011-1
Frontend,8,06-10-2010,2010-4
Frontend,20,04-10-2010,2010-4
Frontend,7,18-10-2010,2010-4
Frontend,24,05-10-2010,2010-4
Frontend,25,28-10-2010,2010-4
Frontend,7,12-10-2010,2010-4
Frontend,7,11-10-2010,2010-4
Frontend,38,13-10-2010,2010-4
Frontend,19,19-10-2010,2010-4
Frontend,6,11-11-2010,2010-4
Frontend,12,15-11-2010,2010-4
Frontend,36,21-10-2010,2010-4
Frontend,47,20-10-2010,2010-4
Frontend,20,12-11-2010,2010-4
Frontend,7,30-11-2010,2010-4
Frontend,10,25-10-2010,2010-4
Frontend,19,27-10-2010,2010-4
Frontend,3,01-11-2010,2010-4
Frontend,17,22-10-2010,2010-4
Frontend,2,26-10-2010,2010-4
Frontend,28,08-12-2010,2010-4
Frontend,2,29-10-2010,2010-4
Frontend,121,08-11-2010,2010-4
Frontend,46,04-11-2010,2010-4
Frontend,3,02-11-2010,2010-4
Frontend,2,22-11-2010,2010-4
Frontend,9,03-11-2010,2010-4
Frontend,36,10-11-2010,2010-4
Frontend,19,09-11-2010,2010-4
Frontend,3,23-11-2010,2010-4
Frontend,6,17-11-2010,2010-4
Frontend,68,07-12-2010,2010-4
Frontend,24,19-11-2010,2010-4
Frontend,28,16-11-2010,2010-4
Frontend,29,06-01-2011,2011-1
Frontend,30,22-12-2010,2010-4
Frontend,15,02-12-2010,2010-4
Frontend,35,16-12-2010,2010-4
Frontend,43,09-12-2010,2010-4
Frontend,5,18-11-2010,2010-4
Frontend,300,06-04-2011,2011-2
Frontend,9,25-11-2010,2010-4
Frontend,34,06-12-2010,2010-4
Frontend,9,24-11-2010,2010-4
Frontend,77,10-01-2011,2011-1
Frontend,4,01-12-2010,2010-4
Frontend,3,03-12-2010,2010-4
Frontend,61,10-12-2010,2010-4
Frontend,23,13-12-2010,2010-4
Frontend,1,14-12-2010,2010-4
Frontend,78,21-12-2010,2010-4
Frontend,118,12-07-2011,2011-3
Frontend,93,31-05-2011,2011-2
Frontend,4,07-07-2011,2011-3
Frontend,70,29-12-2010,2010-4
Frontend,65,17-10-2012,2012-4
Frontend,9,03-01-2011,2011-1
Frontend,2,05-01-2011,2011-1
Frontend,8,04-01-2011,2011-1
Frontend,11,11-01-2011,2011-1
Frontend,22,27-05-2011,2011-2
Frontend,3,12-01-2011,2011-1
Frontend,31,14-01-2011,2011-1
Frontend,166,18-01-2011,2011-1
Frontend,4,21-01-2011,2011-1
Frontend,2,24-01-2011,2011-1
Frontend,173,31-01-2011,2011-1
Frontend,12,03-02-2011,2011-1
Frontend,99,08-02-2011,2011-1
Frontend,20,01-02-2011,2011-1
Frontend,16,14-02-2011,2011-1
Frontend,94,15-02-2011,2011-1
Frontend,22,19-04-2011,2011-2
Frontend,41,23-03-2011,2011-1
Frontend,435,05-11-2011,2011-4
Frontend,67,26-05-2011,2011-2
Frontend,93,07-02-2011,2011-1
Frontend,79,11-02-2011,2011-1
Frontend,73,10-05-2011,2011-2
Frontend,17,09-02-2011,2011-1
Frontend,8,03-03-2011,2011-1
Frontend,4,30-04-2011,2011-2
Frontend,5,21-02-2011,2011-1
Frontend,16,16-02-2011,2011-1
Frontend,3,17-02-2011,2011-1
Frontend,44,28-02-2011,2011-1
Frontend,8,18-02-2011,2011-1
Frontend,52,10-03-2011,2011-1
Frontend,16,22-02-2011,2011-1
Frontend,16,23-02-2011,2011-1
Frontend,79,24-02-2011,2011-1
Frontend,32,07-03-2011,2011-1
Frontend,59,04-03-2011,2011-1
Frontend,161,08-03-2011,2011-1
Frontend,91,09-03-2011,2011-1
Frontend,13,28-03-2011,2011-1
Frontend,14,09-05-2011,2011-2
